train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1
1.3909259939193725,0.930844115447998,50.9175,67.51,0.6757507851078914,0.6750999999999999,0.6699686087617485
0.9754846284866333,0.7042107779502869,66.535,75.48,0.7583943317172962,0.7548000000000001,0.7548714948093832
0.8385103930473328,0.6533422365188598,70.985,77.51,0.7829316720691473,0.7751,0.776281661743832
0.767413135433197,0.5849315991401672,73.2775,79.66,0.8015497380594219,0.7966,0.795287554239482
0.7139182634353638,0.5577140080451966,75.3675,80.95,0.8117426111518021,0.8095000000000001,0.8091450709692557
0.6856609033584595,0.5400363595962524,76.1575,82.02,0.8236271233896015,0.8202,0.8206283714842989
0.6470352109909058,0.510084326171875,77.59,82.31,0.8279606147856914,0.8230999999999999,0.8240902012362629
0.6232627349853516,0.49171587295532226,78.21,82.83,0.8306500969491639,0.8282999999999999,0.8285169875369875
0.6057736639976501,0.5245928252220153,79.1475,81.93,0.8262123469775453,0.8192999999999999,0.8189336366449826
0.5961308161735535,0.5014627487182617,79.2775,83.18,0.8332555068667421,0.8318,0.8312702690222704
0.5714921933174133,0.5219045386314393,80.3075,82.67,0.8366261458123503,0.8267,0.8246164016419275
0.5628817893981933,0.48800481300354004,80.49,83.67,0.8428469081586594,0.8367000000000001,0.8376202344285426
0.5454673632621765,0.47771097636222837,80.86,83.78,0.843371662841877,0.8378,0.8387553876411937
0.537836909198761,0.46019823150634764,81.4025,84.25,0.8439234849726487,0.8424999999999999,0.8424895952816914
0.5310871016502381,0.44904502701759336,81.39,84.55,0.8485013319168205,0.8454999999999998,0.8453931355889199
0.5188334813117981,0.4599045014381409,81.7775,84.1,0.8436638213249428,0.841,0.8410758945086352
0.5120801157951355,0.4413650701522827,82.41,85.1,0.8552676784698177,0.851,0.8513814145539362
0.502065730047226,0.42555249614715573,82.5725,85.29,0.8537639939737367,0.8529,0.8528828248130764
0.49757096118927,0.45112748670578,82.535,84.58,0.851851465476589,0.8458,0.8468943248617744
0.487218053150177,0.43047708787918093,83.11,85.48,0.8569396056335217,0.8548,0.8541966659937087
0.47526019058227537,0.4462096408843994,83.3375,84.6,0.851899497651542,0.8460000000000001,0.8472067006889603
0.4759104118347168,0.4160344882965088,83.535,86.16,0.8638868992466584,0.8615999999999999,0.8622280272156809
0.47192048811912535,0.4356229989528656,83.515,85.37,0.8594940967565188,0.8537000000000001,0.8549613879321211
0.45563110113143923,0.43430005764961244,84.2275,85.17,0.854090248775411,0.8516999999999999,0.8502751553372911
0.4550911983013153,0.4306812445640564,84.075,85.12,0.852483114946938,0.8512000000000001,0.8508726706738041
0.44611027054786684,0.42109128761291503,84.5175,85.73,0.8576375646107011,0.8572999999999998,0.8568650272621208
0.4516721950531006,0.43649811062812804,84.2075,85.37,0.8570685927480914,0.8537000000000001,0.8534641958307871
0.4411302341938019,0.41908714962005617,84.4425,85.94,0.8615851658332275,0.8593999999999999,0.8593855835526998
0.43337380909919737,0.43869096441268923,84.6775,85.5,0.859399799000131,0.8550000000000001,0.8558036108547562
0.43292042036056516,0.42906481065750124,84.8025,85.55,0.8578242575870556,0.8554999999999999,0.8560059731771688
0.4295373351573944,0.41916361436843874,85.0825,85.92,0.8597433689294001,0.8592000000000001,0.858764941806108
0.42276089286804197,0.42975593733787537,85.1,85.58,0.8602340675126715,0.8558,0.8553663955781021
0.4173344334125519,0.4120197027206421,85.395,86.08,0.8645250045322465,0.8608,0.8617396755559534
0.4187486893892288,0.40976041197776797,85.405,85.86,0.8639884330030609,0.8586,0.8589752448740917
0.4106265040397644,0.41814708280563356,85.59,86.28,0.8658912691044938,0.8628,0.8633907039237572
0.39936306109428404,0.4196683416366577,86.0525,85.9,0.8627109980240467,0.859,0.8599045672441855
0.399988827753067,0.41552928647994997,85.86,86.44,0.8682134103209762,0.8644000000000001,0.8648500548125743
0.4037645924091339,0.42645305328369143,85.905,85.68,0.8586626515044313,0.8568,0.8570640699615893
0.3943818940162659,0.42452773625850676,86.0325,85.63,0.8601849287856247,0.8563000000000001,0.8572147695656682
0.38702934775352477,0.4075172191143036,86.5,86.36,0.8659139418845585,0.8635999999999999,0.8636973435745487
0.39435637357234954,0.410057897901535,86.13,86.41,0.8685163881187267,0.8640999999999999,0.8653349390369683
0.38428754286766054,0.4259176091194153,86.3925,85.7,0.8648210708049989,0.857,0.8573988079100111
0.3821910652637482,0.418458456325531,86.73,86.19,0.8639214626073899,0.8619,0.8624732286791451
0.3773042199134827,0.41177145433425905,86.6925,86.12,0.8628570893697208,0.8612,0.8607387692667471
0.3815044928073883,0.41123407073020934,86.615,86.3,0.863040234483943,0.8630000000000001,0.8627781081038537
0.37778788442611694,0.3988756673336029,86.515,86.74,0.8694732099507915,0.8674,0.8678080083581051
0.37144540905952456,0.41987184534072874,86.9975,86.07,0.8624223392289754,0.8606999999999999,0.8604864860101941
0.3665867819309235,0.4104262072563171,87.17,86.27,0.865490759549741,0.8627,0.8633923377998938
0.36170864481925963,0.42794749574661256,87.31,85.8,0.8611619311068027,0.858,0.8586275351693358
0.3672153190612793,0.4322597366333008,86.97,85.27,0.858490473820758,0.8526999999999999,0.8538330296477398
