927,7,22,6,4,0,1,3,25,5
3,962,1,1,0,0,1,1,6,25
23,2,895,25,11,25,7,6,4,2
8,3,21,807,15,100,20,13,7,6
6,0,21,22,903,16,7,23,1,1
1,0,15,68,8,879,3,25,1,0
2,1,28,19,5,11,932,1,0,1
6,0,4,15,20,16,1,934,2,2
18,6,6,1,3,1,0,0,962,3
6,25,3,4,0,0,3,0,8,951
