train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1
1.3490751185417176,0.9621028217315674,52.795,66.75,0.6979889661065194,0.6675,0.6687536473241366
0.9877382751464844,0.7849382386207581,65.805,73.24,0.7443676593299646,0.7323999999999999,0.7339241136587104
0.8936668574333191,0.7057345280647278,69.0925,75.46,0.7613419110023951,0.7546,0.7500925192310179
0.8202657791137695,0.6610068424224853,71.6425,77.18,0.7766678005311488,0.7718,0.7717849015134732
0.7780959136009217,0.6373756812095642,73.06,78.11,0.7922624899886117,0.7811,0.7836152707116857
0.7412369431495667,0.6160490777969361,74.29,78.64,0.7889909321804598,0.7864,0.7832787281104656
0.7023544249534607,0.6358657214164734,75.5625,77.74,0.7909373725632423,0.7774,0.7770531653880877
0.6857547762870788,0.5862920223236084,76.14,79.97,0.8041366364738971,0.7997000000000001,0.7997442110729713
0.6632381983757019,0.5709907241821289,76.8925,80.22,0.805906833135138,0.8022,0.8015751075688202
0.64146706199646,0.5795848648071289,77.745,79.78,0.8047330261635605,0.7978,0.7936841522352978
0.6516039132118225,0.5945687309265136,77.425,79.4,0.8054505959862064,0.7939999999999999,0.7942471085072987
0.6097431374549865,0.5537750211715698,78.765,81.1,0.8140601123131006,0.8109999999999999,0.8094326690655735
0.5899865586280822,0.5738424713134765,79.29,80.85,0.8155596991798861,0.8085000000000001,0.8085534192592906
0.5797176253318786,0.5329722089767456,79.875,81.92,0.8222179538724941,0.8192,0.8194707042411287
0.5567557273864746,0.5238856730461121,80.5325,81.85,0.8231414689127247,0.8184999999999999,0.8194468350414068
0.5524209892272949,0.5538506115913391,80.545,81.48,0.8216351417372045,0.8148,0.8163073639076123
0.5529524497985839,0.5399253339767456,80.7075,81.75,0.8267978453602188,0.8175000000000001,0.8190527834451122
0.5318636261940003,0.5311112475395202,81.12,82.15,0.8281324548090774,0.8215,0.8214221705440965
0.5549192853927613,0.6033837448120117,80.5975,79.69,0.8036909311610276,0.7969,0.7973431674417825
0.5394613528251648,0.5368377784729004,80.9425,81.92,0.8212725436810789,0.8192,0.8186188768967734
0.5084361235618591,0.5170313523292541,82.1475,82.47,0.8309353913515736,0.8247,0.826179301143091
0.49895014171600344,0.5080407076835632,82.5125,82.79,0.8276853434773649,0.8279,0.8271049564228772
0.49072959938049315,0.5031514645576477,82.65,83.24,0.8381095481057805,0.8324,0.833715562672133
0.47179467115402224,0.5338510321617127,83.32,82.09,0.827464370476027,0.8209,0.8230302387006659
0.4691959490299225,0.5065988472938537,83.4525,82.94,0.8324902855129739,0.8294,0.8304241132563899
0.461694872713089,0.5037437879562378,83.7225,83.4,0.8410441558578914,0.834,0.8359424965420089
0.4485718257904053,0.5054101309776307,84.34,82.92,0.8358542244151762,0.8291999999999999,0.8310725238371374
0.4548045699596405,0.5007360743522644,83.8375,82.94,0.8326232407677491,0.8294,0.8296868403245814
0.43975943102836607,0.5378270302772522,84.3725,82.62,0.8326617477306275,0.8261999999999998,0.8263906661039778
0.4347787202358246,0.4953265746116638,84.5925,83.27,0.8375976450680647,0.8327,0.8339413653110335
0.4179360020160675,0.5120935407638549,85.1775,83.1,0.833902284627521,0.8309999999999998,0.8310862083662272
0.414787682056427,0.5146656782150268,85.4175,83.49,0.8402579958275276,0.8349,0.8362202514657116
0.4107091387748718,0.4991162045478821,85.4875,83.54,0.8397363184968546,0.8353999999999999,0.8356429891822745
0.40793521366119384,0.48854583497047427,85.425,84.08,0.8433053120413326,0.8408,0.8401335413372323
0.4039945029497147,0.5195448970794678,85.74,83.42,0.8381659386678258,0.8342,0.8354282872701043
0.40297224190235137,0.48939579453468324,85.615,84.36,0.8480402938786611,0.8436,0.844731990701552
0.38657668390274047,0.503009460067749,86.2275,83.9,0.8412519300313843,0.8390000000000001,0.839388045102725
0.37952374367713926,0.5182836738586426,86.6175,83.73,0.8393642645593508,0.8373000000000002,0.8373742959485903
0.37609400305747986,0.5484175086975097,86.6325,82.95,0.8313987445755316,0.8295,0.8291137682668488
0.3770512746810913,0.5088872549057006,86.67,84.12,0.8415219245190318,0.8412,0.8405173668258316
0.36704894404411315,0.5226887458801269,86.8675,84.06,0.8450581740693485,0.8406,0.8418858530623632
0.369490464258194,0.502608587360382,87.015,83.82,0.8414762043902726,0.8382,0.8384411717298785
0.3591726415157318,0.5441577940940857,87.1625,83.2,0.8359269153420273,0.8320000000000001,0.832349402398898
0.3534800856590271,0.5160217291355133,87.4775,84.07,0.8435047395518749,0.8407,0.8413559403357574
0.3462078645706177,0.512932367324829,87.5625,84.0,0.8408368583545325,0.8400000000000001,0.8397261865339238
0.284197468996048,0.4766486262321472,89.8625,85.07,0.8533658919137184,0.8507,0.8514371747979862
0.2536747302055359,0.47073340425491333,91.0925,85.62,0.8582695492892055,0.8562,0.8568616421672226
0.24648342542648316,0.48205576410293577,91.2975,85.36,0.8564414422339173,0.8535999999999999,0.8545657011531368
0.23219845016002655,0.47906885251998904,91.74,85.84,0.8602083071521205,0.8583999999999999,0.8589982293165456
0.22068313603401185,0.48820138187408446,92.1075,85.76,0.8599074087485677,0.8575999999999999,0.858421670080683
