882,8,19,14,9,4,4,5,48,7
7,947,3,5,0,2,1,1,11,23
38,1,832,41,32,21,25,4,5,1
12,2,37,792,12,90,31,14,5,5
5,2,26,38,851,22,20,29,6,1
5,1,34,148,22,752,17,16,3,2
4,3,31,30,6,5,914,3,4,0
12,2,12,39,27,53,1,847,4,3
12,14,4,4,5,1,0,0,955,5
18,38,3,8,0,2,4,2,23,902
