946,2,22,4,6,1,5,2,10,2
5,956,2,4,0,1,1,0,4,27
31,0,897,17,18,22,12,0,2,1
15,2,21,794,24,105,19,10,2,8
4,0,26,19,927,12,6,4,0,2
6,0,16,55,13,889,2,17,1,1
3,0,26,19,13,11,925,2,1,0
8,0,9,16,30,32,2,900,0,3
34,7,2,2,1,0,1,0,947,6
17,11,2,2,0,1,3,0,4,960
